"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:50:30 GMT 2024","6000","","WHOLE-TESTS","","WHOLE-TESTS","","forward-chainer.forward-chainer-test",""
"passed","Mon Sep 02 02:27:56 GMT 2024","Mon Sep 02 02:27:56 GMT 2024","0","","TRUTHVALUE","","TRUTHVALUE","","EVIDENTIALTRUTHVALUETEST.02",""
"passed","Mon Sep 02 02:15:31 GMT 2024","Mon Sep 02 02:15:31 GMT 2024","0","","LOGIC","","LOGIC","","ALL-ANY.01",""
"passed","Mon Sep 02 01:52:18 GMT 2024","Mon Sep 02 01:52:18 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","TYPES2.01",""
"passed","Mon Sep 02 02:55:17 GMT 2024","Mon Sep 02 02:55:17 GMT 2024","0","","NARS-V0","","NARS-V0","","TESTS0.02",""
"passed","Mon Sep 02 02:01:31 GMT 2024","Mon Sep 02 02:01:31 GMT 2024","0","","CHAINING","","CHAINING","","TYPE-PROP.03",""
"passed","Mon Sep 02 02:23:00 GMT 2024","Mon Sep 02 02:23:00 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","D2-HIGHERFUNC.25",""
"passed","Mon Sep 02 02:22:41 GMT 2024","Mon Sep 02 02:22:41 GMT 2024","0","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.49",""
"passed","Mon Sep 02 02:27:02 GMT 2024","Mon Sep 02 02:27:02 GMT 2024","0","","BACKWARD-CHAINER","","BACKWARD-CHAINER","","BACKWARD-CHAINER-XP.05",""
"passed","Mon Sep 02 02:04:13 GMT 2024","Mon Sep 02 02:04:13 GMT 2024","0","","SICP-BOOK","","SICP-BOOK","","CHAPTER-1-1.22",""
"passed","Mon Sep 02 02:27:02 GMT 2024","Mon Sep 02 02:27:02 GMT 2024","0","","BACKWARD-CHAINER","","BACKWARD-CHAINER","","BACKWARD-CHAINER-XP.10",""
"passed","Mon Sep 02 02:16:08 GMT 2024","Mon Sep 02 02:16:08 GMT 2024","0","","PROB-DEP-TYPES","","PROB-DEP-TYPES","","INF-ORDER-PROBS.05",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D1-GADT.11",""
"failed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:51:09 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","experiments.synthesize-via-case-test",""
"passed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:50:29 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","basic.test_infer_function_application_type",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B2-BACKCHAIN.05",""
"failed","Mon Sep 02 02:23:00 GMT 2024","Mon Sep 02 02:23:00 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","D4-TYPE-PROP.13",""
"passed","Mon Sep 02 02:27:19 GMT 2024","Mon Sep 02 02:27:19 GMT 2024","0","","COMMON","","COMMON","","LISTTEST.12",""
"failed","Mon Sep 02 02:45:53 GMT 2024","Mon Sep 02 02:45:53 GMT 2024","0","","EXPERIMENTS","","EXPERIMENTS","","SYNTHESIZE-VIA-UNIFY-TEST.04",""
"passed","Mon Sep 02 02:29:56 GMT 2024","Mon Sep 02 02:29:56 GMT 2024","0","","ENTAIL","","ENTAIL","","IMPLICATIONDIRECTINTRODUCTIONENTAILTEST.02",""
"failed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:51:09 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","match.DeductionImplicationDirectIntroductionMatchTest",""
"passed","Mon Sep 02 02:36:01 GMT 2024","Mon Sep 02 02:36:01 GMT 2024","0","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IFC-XP.38",""
"passed","Mon Sep 02 01:50:08 GMT 2024","Mon Sep 02 01:50:08 GMT 2024","0","","MODULE-SYSTEM","","MODULE-SYSTEM","","C2-SPACES.02",""
"failed","Mon Sep 02 02:22:41 GMT 2024","Mon Sep 02 02:22:41 GMT 2024","0","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.59",""
"passed","Mon Sep 02 01:52:18 GMT 2024","Mon Sep 02 01:52:18 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","MATCH-VOID.10",""
"failed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:51:09 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","subtyping.subtyping-test",""
"passed","Mon Sep 02 02:25:56 GMT 2024","Mon Sep 02 02:25:56 GMT 2024","0","","DEPENDENT-TYPES","","DEPENDENT-TYPES","","IMPLICATIONDIRECTINTRODUCTIONDTLTEST.03",""
"passed","Mon Sep 02 02:23:00 GMT 2024","Mon Sep 02 02:23:00 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","D4-TYPE-PROP.02",""
"passed","Mon Sep 02 02:01:31 GMT 2024","Mon Sep 02 02:01:31 GMT 2024","0","","CHAINING","","CHAINING","","V2-PLN-XP-SYS-IMPL.01",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","C3-PLN-STV.05",""
"passed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:50:59 GMT 2024","35000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.mettalogTestCurried",""
"failed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:51:09 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","new.tests5",""
"passed","Mon Sep 02 01:52:18 GMT 2024","Mon Sep 02 01:52:18 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","MATCH-VOID.08",""
"passed","Mon Sep 02 02:22:41 GMT 2024","Mon Sep 02 02:22:41 GMT 2024","0","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.19",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D2-HIGHERFUNC.23",""
"passed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.e3_match_states",""
"passed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:50:30 GMT 2024","6000","","WHOLE-TESTS","","WHOLE-TESTS","","backward-chainer.backward-chainer-xp",""
"passed","Mon Sep 02 03:11:11 GMT 2024","Mon Sep 02 03:11:11 GMT 2024","0","","BASIC","","BASIC","","CML-UNSHARED.02",""
"failed","Mon Sep 02 01:56:39 GMT 2024","Mon Sep 02 01:56:39 GMT 2024","1","","MAIN-BRANCH","","MAIN-BRANCH","","TESTS3.02",""
"passed","Mon Sep 02 02:43:45 GMT 2024","Mon Sep 02 02:43:45 GMT 2024","0","","POLYWARD-CHAINING","","POLYWARD-CHAINING","","PC-XP.08",""
"passed","Mon Sep 02 03:11:11 GMT 2024","Mon Sep 02 03:11:11 GMT 2024","0","","BASIC","","BASIC","","HYPERPOSING-UNSHARED.02",""
"passed","Mon Sep 02 01:52:18 GMT 2024","Mon Sep 02 01:52:18 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","HYPERPOSE.07",""
"passed","Mon Sep 02 02:22:41 GMT 2024","Mon Sep 02 02:22:41 GMT 2024","0","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","B5-TYPES-PRELIM.09",""
"passed","Mon Sep 02 01:52:18 GMT 2024","Mon Sep 02 01:52:18 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","SEQUENTIAL-NESTED.07",""
"failed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:51:09 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","hol.NatSimpleTest",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D2-HIGHERFUNC.10",""
"passed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:50:29 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.add_atom_match",""
"passed","Mon Sep 02 03:09:24 GMT 2024","Mon Sep 02 03:09:24 GMT 2024","0","","ITERATORS","","ITERATORS","","COMBINED.02",""
"passed","Mon Sep 02 01:52:02 GMT 2024","Mon Sep 02 01:52:02 GMT 2024","0","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","BASE-TEST-REPR-PARSE-INTERSECTION.02",""
"passed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.e2_states",""
"passed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:50:29 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","ai-service.ai-service-composition-sanity",""
"passed","Mon Sep 02 02:49:26 GMT 2024","Mon Sep 02 02:49:26 GMT 2024","0","","STRIPS-TO-METTA-IMPROVED","","STRIPS-TO-METTA-IMPROVED","","QUERIES.06",""
"passed","Mon Sep 02 02:33:15 GMT 2024","Mon Sep 02 02:33:15 GMT 2024","0","","INFERENCE-CONTROL","","INFERENCE-CONTROL","","INF-CTL-MONTH-BC-CONT-XP.05",""
"failed","Mon Sep 02 02:04:13 GMT 2024","Mon Sep 02 02:04:13 GMT 2024","0","","SICP-BOOK","","SICP-BOOK","","CHAPTER-2-4.15",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B4-NONDETERM.08",""
"passed","Mon Sep 02 02:33:15 GMT 2024","Mon Sep 02 02:33:15 GMT 2024","0","","INFERENCE-CONTROL","","INFERENCE-CONTROL","","INF-CTL-MONTH-BC-CONT-XP.01",""
"passed","Mon Sep 02 02:25:56 GMT 2024","Mon Sep 02 02:25:56 GMT 2024","0","","DEPENDENT-TYPES","","DEPENDENT-TYPES","","MODUSPONENSDTLTEST.02",""
"passed","Mon Sep 02 01:54:26 GMT 2024","Mon Sep 02 01:54:26 GMT 2024","0","","ANTI-REGRESSION","","ANTI-REGRESSION","","BC-COMP.04",""
"failed","Mon Sep 02 02:04:13 GMT 2024","Mon Sep 02 02:04:13 GMT 2024","0","","SICP-BOOK","","SICP-BOOK","","CHAPTER-2-3.13",""
"passed","Mon Sep 02 01:56:39 GMT 2024","Mon Sep 02 01:56:39 GMT 2024","0","","MAIN-BRANCH","","MAIN-BRANCH","","TESTS0.05",""
"passed","Mon Sep 02 01:52:18 GMT 2024","Mon Sep 02 01:52:18 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","MATCH-VOID.06",""
"passed","Mon Sep 02 02:23:00 GMT 2024","Mon Sep 02 02:23:00 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","E2-STATES.10",""
"passed","Mon Sep 02 02:30:40 GMT 2024","Mon Sep 02 02:30:40 GMT 2024","0","","HOL","","HOL","","NATPARITYTEST.02",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B2-BACKCHAIN.01",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D4-TYPE-PROP.02",""
"passed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:50:29 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","check_types.d3_deptypes",""
"passed","Mon Sep 02 02:36:01 GMT 2024","Mon Sep 02 02:36:01 GMT 2024","0","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.05",""
"passed","Mon Sep 02 02:50:06 GMT 2024","Mon Sep 02 02:50:06 GMT 2024","0","","CURRENT","","CURRENT","","TESTS0.06",""
"failed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:51:10 GMT 2024","46000","","WHOLE-TESTS","","WHOLE-TESTS","","current.tests5",""
"passed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.06_match_in_space",""
"passed","Mon Sep 02 02:30:33 GMT 2024","Mon Sep 02 02:30:33 GMT 2024","0","","FORWARD-CHAINING","","FORWARD-CHAINING","","FC-XP.11",""
"passed","Mon Sep 02 01:52:18 GMT 2024","Mon Sep 02 01:52:18 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","TYPES2.04",""
"passed","Mon Sep 02 02:22:41 GMT 2024","Mon Sep 02 02:22:41 GMT 2024","0","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.30",""
"passed","Mon Sep 02 01:56:39 GMT 2024","Mon Sep 02 01:56:39 GMT 2024","0","","MAIN-BRANCH","","MAIN-BRANCH","","TESTS5.06",""
"passed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.a1_symbols",""
"passed","Mon Sep 02 02:36:01 GMT 2024","Mon Sep 02 02:36:01 GMT 2024","0","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.06",""
"passed","Mon Sep 02 02:22:32 GMT 2024","Mon Sep 02 02:22:32 GMT 2024","0","","PLN","","PLN","","GENE-PLN-XP.01",""
"passed","Mon Sep 02 02:26:56 GMT 2024","Mon Sep 02 02:26:56 GMT 2024","0","","UTILS","","UTILS","","UTILS-TEST.03",""
"passed","Mon Sep 02 02:04:13 GMT 2024","Mon Sep 02 02:04:13 GMT 2024","0","","SICP-BOOK","","SICP-BOOK","","CHAPTER-2-4.11",""
"passed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","debugging.hyperon_experimental_issue_481",""
"passed","Mon Sep 02 01:52:02 GMT 2024","Mon Sep 02 01:52:02 GMT 2024","0","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","03-SORING-VIA-INSERT.03",""
"passed","Mon Sep 02 02:30:40 GMT 2024","Mon Sep 02 02:30:40 GMT 2024","0","","HOL","","HOL","","NATPARITYTEST.12",""
"failed","Mon Sep 02 02:16:08 GMT 2024","Mon Sep 02 02:16:08 GMT 2024","0","","PROB-DEP-TYPES","","PROB-DEP-TYPES","","PROB-DEP-TYPES.10",""
"passed","Mon Sep 02 03:18:42 GMT 2024","Mon Sep 02 03:18:42 GMT 2024","0","","COMPARISONS","","COMPARISONS","","INF-CTL-MONTH-XP-SHORT.09",""
"passed","Mon Sep 02 01:54:26 GMT 2024","Mon Sep 02 01:54:26 GMT 2024","0","","ANTI-REGRESSION","","ANTI-REGRESSION","","BCHAIN.01",""
"passed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:50:29 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","main-branch.prereqs",""
"failed","Mon Sep 02 02:23:00 GMT 2024","Mon Sep 02 02:23:00 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","D5-AUTO-TYPES.06",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B5-TYPES-PRELIM.13",""
"failed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:51:09 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","fizzbuzz.constructive",""
"passed","Mon Sep 02 02:45:53 GMT 2024","Mon Sep 02 02:45:53 GMT 2024","0","","EXPERIMENTS","","EXPERIMENTS","","UNIFY-VIA-CASE.02",""
"failed","Mon Sep 02 02:36:01 GMT 2024","Mon Sep 02 02:36:01 GMT 2024","0","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.11",""
"failed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:51:10 GMT 2024","46000","","WHOLE-TESTS","","WHOLE-TESTS","","comparisons.nils_if_control_test_5",""
"passed","Mon Sep 02 02:36:01 GMT 2024","Mon Sep 02 02:36:01 GMT 2024","0","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.01",""
"passed","Mon Sep 02 03:03:20 GMT 2024","Mon Sep 02 03:03:20 GMT 2024","0","","PREV","","PREV","","TESTS0.02",""
"passed","Mon Sep 02 02:30:33 GMT 2024","Mon Sep 02 02:30:33 GMT 2024","0","","FORWARD-CHAINING","","FORWARD-CHAINING","","FC-XP.14",""
"passed","Mon Sep 02 02:27:56 GMT 2024","Mon Sep 02 02:27:56 GMT 2024","0","","TRUTHVALUE","","TRUTHVALUE","","TRUTHVALUETEST.07",""
"failed","Mon Sep 02 03:11:11 GMT 2024","Mon Sep 02 03:11:11 GMT 2024","0","","BASIC","","BASIC","","TEST-INFER-FUNCTION-APPLICATION-TYPE.02",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B5-TYPES-PRELIM.05",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","F1-IMPORTS.17",""
"failed","Mon Sep 02 01:50:24 GMT 2024","Mon Sep 02 01:51:10 GMT 2024","46000","","WHOLE-TESTS","","WHOLE-TESTS","","dependent-types.MinerDTL3Test",""
"passed","Mon Sep 02 02:23:00 GMT 2024","Mon Sep 02 02:23:00 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","D2-HIGHERFUNC.26",""
"failed","Mon Sep 02 02:23:00 GMT 2024","Mon Sep 02 02:23:00 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","D5-AUTO-TYPES.03",""
"passed","Mon Sep 02 02:30:21 GMT 2024","Mon Sep 02 02:30:21 GMT 2024","0","","FORWARD-CHAINER","","FORWARD-CHAINER","","FORWARD-CHAINER-XP.06",""
"passed","Mon Sep 02 02:23:00 GMT 2024","Mon Sep 02 02:23:00 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","D2-HIGHERFUNC.21",""
"failed","Mon Sep 02 02:20:45 GMT 2024","Mon Sep 02 02:20:45 GMT 2024","0","","AI-SERVICE","","AI-SERVICE","","AI-SERVICE-COMPOSITION-EASY.07",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","C1-GROUNDED-BASIC.07",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","F1-MODULEA.02",""
"failed","Mon Sep 02 01:56:39 GMT 2024","Mon Sep 02 01:56:39 GMT 2024","2","","MAIN-BRANCH","","MAIN-BRANCH","","TESTS2.07",""
"passed","Mon Sep 02 01:54:26 GMT 2024","Mon Sep 02 01:54:26 GMT 2024","0","","ANTI-REGRESSION","","ANTI-REGRESSION","","BCHAIN-COMP.02",""
"passed","Mon Sep 02 01:52:18 GMT 2024","Mon Sep 02 01:52:18 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","LET-SUPERPOSE-IF-CASE.01",""
"passed","Mon Sep 02 01:54:26 GMT 2024","Mon Sep 02 01:54:26 GMT 2024","0","","ANTI-REGRESSION","","ANTI-REGRESSION","","TEST-IF-CLOSED.03",""
"passed","Mon Sep 02 02:04:13 GMT 2024","Mon Sep 02 02:04:13 GMT 2024","0","","SICP-BOOK","","SICP-BOOK","","CHAPTER-2-3.05",""
"passed","Mon Sep 02 01:54:26 GMT 2024","Mon Sep 02 01:54:26 GMT 2024","0","","ANTI-REGRESSION","","ANTI-REGRESSION","","TMPMATCH1.02",""
"passed","Mon Sep 02 01:52:18 GMT 2024","Mon Sep 02 01:52:18 GMT 2024","0","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","STATES-SPACES.05",""
"passed","Mon Sep 02 03:07:57 GMT 2024","Mon Sep 02 03:07:57 GMT 2024","0","","DEBUGGING","","DEBUGGING","","HYPERON-EXPERIMENTAL-ISSUE-481.03",""
"passed","Mon Sep 02 02:23:00 GMT 2024","Mon Sep 02 02:23:00 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","D1-GADT.04",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","C3-PLN-STV.01",""
"passed","Mon Sep 02 02:30:40 GMT 2024","Mon Sep 02 02:30:40 GMT 2024","0","","HOL","","HOL","","NATPARITYTEST.08",""
"passed","Mon Sep 02 01:50:08 GMT 2024","Mon Sep 02 01:50:08 GMT 2024","0","","MODULE-SYSTEM","","MODULE-SYSTEM","","C2-SPACES.04",""
"passed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D1-GADT.06",""
"passed","Mon Sep 02 02:30:21 GMT 2024","Mon Sep 02 02:30:21 GMT 2024","0","","FORWARD-CHAINER","","FORWARD-CHAINER","","FORWARD-CHAINER-XP.10",""
"failed","Mon Sep 02 01:50:28 GMT 2024","Mon Sep 02 01:50:28 GMT 2024","0","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D5-AUTO-TYPES.01",""
"passed","Mon Sep 02 02:23:00 GMT 2024","Mon Sep 02 02:23:00 GMT 2024","0","","CHECK-TYPES","","CHECK-TYPES","","D4-TYPE-PROP.14",""
"passed","Mon Sep 02 02:45:53 GMT 2024","Mon Sep 02 02:45:53 GMT 2024","0","","EXPERIMENTS","","EXPERIMENTS","","SYNTHESIZE-VIA-TYPE-CHECKING.04",""
"passed","Mon Sep 02 02:01:31 GMT 2024","Mon Sep 02 02:01:31 GMT 2024","0","","CHAINING","","CHAINING","","TYPE-PROP.01",""
